run_id,timestamp_utc,rank,source_checkpoint,source_run_id,priority,area,status,severity,gap,current_evidence,required_proof,next_action,source_report,done,source_row
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,1,gap_analysis,gap_analysis_2026-06-26_211453Z,P1,crypto_wizards_capture,gap,critical,no_nested_execution_ready_history_candidate_detected,captures=18;research_spine_ready=18;best_completeness=100.00;next_focus=ready_for_research_spine;missing=none;quality_rows=18;research_usable=15;execution_usable=12;first_quality_blocker=price_x_stale_above_90pct;price_y_stale_above_90pct,"pair-detail capture with spread,zscore,ecm_x,ecm_y,ecm_strength,price_x,price_y history",run updated browser capture helper on authenticated pair page,reports/pair_detail_capture_checklist.csv;reports/pair_detail_quality_report.csv,False,gap_analysis
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,2,post_mortem,post_mortem_2026-06-26_211459Z,P1,crypto_wizards_capture,gap,critical,no_nested_execution_ready_history_candidate_detected,captures=18;research_spine_ready=18;best_completeness=100.00;next_focus=ready_for_research_spine;missing=none;quality_rows=18;research_usable=15;execution_usable=12;first_quality_blocker=price_x_stale_above_90pct;price_y_stale_above_90pct,"pair-detail capture with spread,zscore,ecm_x,ecm_y,ecm_strength,price_x,price_y history","crypto_wizards_capture is actionable to investigate now; evidence is available (`captures=18;research_spine_ready=18;best_completeness=100.00;next_focus=ready_for_research_spine;missing=none;quality_rows=18;research_usable=15;execution_usable=12;first_quality_blocker=price_x_stale_above_90pct;price_y_stale_above_90pct`), so a concrete regression cause can be logged.",reports/pair_detail_capture_checklist.csv;reports/pair_detail_quality_report.csv,False,post_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,3,pre_mortem,pre_mortem_2026-06-26_211456Z,P1,crypto_wizards_capture,gap,critical,no_nested_execution_ready_history_candidate_detected,captures=18;research_spine_ready=18;best_completeness=100.00;next_focus=ready_for_research_spine;missing=none;quality_rows=18;research_usable=15;execution_usable=12;first_quality_blocker=price_x_stale_above_90pct;price_y_stale_above_90pct,"pair-detail capture with spread,zscore,ecm_x,ecm_y,ecm_strength,price_x,price_y history",Require capture completeness on spread/z-score/ECM metrics before any research promotion.,reports/pair_detail_capture_checklist.csv;reports/pair_detail_quality_report.csv,False,pre_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,4,red_team,red_team_2026-06-26_211501Z,P1,crypto_wizards_capture,gap,critical,no_nested_execution_ready_history_candidate_detected,captures=18;research_spine_ready=18;best_completeness=100.00;next_focus=ready_for_research_spine;missing=none;quality_rows=18;research_usable=15;execution_usable=12;first_quality_blocker=price_x_stale_above_90pct;price_y_stale_above_90pct,"pair-detail capture with spread,zscore,ecm_x,ecm_y,ecm_strength,price_x,price_y history",Require capture completeness on spread/z-score/ECM metrics before any research promotion.,reports/pair_detail_capture_checklist.csv;reports/pair_detail_quality_report.csv,False,red_team
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,5,gap_analysis,gap_analysis_2026-06-26_211453Z,P2,strategy_acceptance,gap,critical,no_strategy_passes_production_gates,steps_ready=2/7;first_blocker=missing_two_leg_backtests,production-eligible strategy with required two-leg base/stress results across multiple pairs,review /Users/gregc/Documents/Codex/TheWiz-publish-20260625/reports/research_unblock_plan.csv and collect the highest-impact missing history/features,reports/strategy_acceptance_checklist.csv;reports/research_unblock_plan.csv,False,gap_analysis
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,6,post_mortem,post_mortem_2026-06-26_211459Z,P2,strategy_acceptance,gap,critical,no_strategy_passes_production_gates,steps_ready=2/7;first_blocker=missing_two_leg_backtests,production-eligible strategy with required two-leg base/stress results across multiple pairs,"strategy_acceptance is actionable to investigate now; evidence is available (`steps_ready=2/7;first_blocker=missing_two_leg_backtests`), so a concrete regression cause can be logged.",reports/strategy_acceptance_checklist.csv;reports/research_unblock_plan.csv,False,post_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,7,pre_mortem,pre_mortem_2026-06-26_211456Z,P2,strategy_acceptance,gap,critical,no_strategy_passes_production_gates,steps_ready=2/7;first_blocker=missing_two_leg_backtests,production-eligible strategy with required two-leg base/stress results across multiple pairs,Keep strategy acceptance gates as mandatory before moving any pair into execution lanes.,reports/strategy_acceptance_checklist.csv;reports/research_unblock_plan.csv,False,pre_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,8,red_team,red_team_2026-06-26_211501Z,P2,strategy_acceptance,gap,critical,no_strategy_passes_production_gates,steps_ready=2/7;first_blocker=missing_two_leg_backtests,production-eligible strategy with required two-leg base/stress results across multiple pairs,Keep strategy acceptance gates as mandatory before moving any pair into execution lanes.,reports/strategy_acceptance_checklist.csv;reports/research_unblock_plan.csv,False,red_team
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,9,gap_analysis,gap_analysis_2026-06-26_211453Z,P3,dydx_testnet_readiness,gap,high,submit_orders_false,steps_ready=4/7;first_blocker=submit_orders_false,"submit flag, credentials, SDK, indexer, and authenticated order adapter all ready",keep order submission disabled until research passes and order adapter is injected,reports/dydx_execution_checklist.csv,False,gap_analysis
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,10,post_mortem,post_mortem_2026-06-26_211459Z,P3,dydx_testnet_readiness,gap,high,submit_orders_false,steps_ready=4/7;first_blocker=submit_orders_false,"submit flag, credentials, SDK, indexer, and authenticated order adapter all ready","dydx_testnet_readiness is actionable to investigate now; evidence is available (`steps_ready=4/7;first_blocker=submit_orders_false`), so a concrete regression cause can be logged.",reports/dydx_execution_checklist.csv,False,post_mortem
